customer_id,week,avg_salary_delay,avg_liquidity_ratio,liquidity_trend,total_failed_autodebits,avg_utility_delay,avg_atm_withdrawals,total_lending_app_txns,default_next_30_days
1,3,0.3333333333333333,5.822405145323152,0.0291408763535026,0,3.6666666666666665,3.6666666666666665,3,0
1,4,0.3333333333333333,5.8196397807741,-0.03598365279943927,0,4.333333333333333,4.666666666666667,2,0
1,5,0.3333333333333333,5.7994394415812325,-0.06205433477981792,0,4.0,4.666666666666667,2,0
1,6,0.3333333333333333,5.8086502852115816,0.06506950089170527,0,4.333333333333333,4.0,1,0
1,7,0.0,5.826870099239535,0.07927680686301919,0,4.0,3.6666666666666665,1,0
1,8,0.0,5.870961590886466,0.04258760926992444,0,3.3333333333333335,2.3333333333333335,0,0
1,9,0.3333333333333333,5.884492460480076,0.051002667588679884,0,3.6666666666666665,2.0,1,0
1,10,0.3333333333333333,5.907515911528503,0.01607268506750792,0,5.333333333333333,1.6666666666666667,2,0
1,11,0.6666666666666666,5.89863151302841,-0.024658195011184603,0,8.333333333333334,1.6666666666666667,2,0
1,12,0.3333333333333333,5.917357762467986,0.038111062762122394,0,6.0,2.3333333333333335,1,0
2,3,0.3333333333333333,4.252692652732826,-0.02743665629557146,0,8.333333333333334,2.3333333333333335,2,0
2,4,0.6666666666666666,4.251835325474623,0.024234721220188327,0,7.0,2.3333333333333335,2,0
2,5,0.6666666666666666,4.280052694625514,0.08528206075345057,0,7.0,3.0,1,0
2,6,0.6666666666666666,4.3311043443029105,0.12829027451122244,0,6.0,3.3333333333333335,2,0
2,7,0.6666666666666666,4.362278004613914,0.03310359470052404,0,6.666666666666667,2.3333333333333335,1,0
2,8,1.0,4.3909251326320335,0.018068495775625415,0,5.333333333333333,2.3333333333333335,2,0
2,9,0.6666666666666666,4.3840398164516285,0.014113345036995462,0,4.333333333333333,1.3333333333333333,2,0
2,10,0.6666666666666666,4.388362509642081,-0.039869709782477614,0,3.6666666666666665,3.0,2,0
2,11,0.3333333333333333,4.370841250061047,-0.013839334426263505,0,2.3333333333333335,3.0,1,0
2,12,0.6666666666666666,4.388218673669535,0.053277536291103544,0,4.666666666666667,4.333333333333333,0,0
3,3,1.3333333333333333,6.022524122380909,-0.4484838150243382,0,3.0,2.3333333333333335,1,0
3,4,1.3333333333333333,5.774650661317522,-0.5763707755075913,0,5.0,1.6666666666666667,1,0
3,5,2.0,5.549829520663039,-0.3932292146216785,0,7.0,1.3333333333333333,2,1
3,6,2.3333333333333335,5.3610257765541895,-0.2712746641607273,0,7.333333333333333,1.6666666666666667,2,0
3,7,2.0,5.15893842944179,-0.508169394881345,0,4.666666666666667,0.6666666666666666,3,0
3,8,1.3333333333333333,4.891789217554895,-0.6282656179558108,0,3.0,1.0,3,0
3,9,1.6666666666666667,4.584779418796766,-0.5860420190979116,0,1.3333333333333333,1.6666666666666667,2,0
3,10,2.0,4.348938676562429,-0.4142439859236777,0,4.0,2.6666666666666665,2,0
3,11,2.6666666666666665,4.162068665550798,-0.2678462547163143,0,4.666666666666667,3.6666666666666665,1,0
3,12,2.6666666666666665,4.051264811496714,-0.21093135455715117,0,4.666666666666667,2.6666666666666665,2,0
4,3,5.0,3.698745335422807,-1.3218117277561072,2,3.6666666666666665,4.333333333333333,5,0
4,4,4.0,2.9979435736238202,-1.138303646686512,2,2.3333333333333335,3.6666666666666665,5,0
4,5,4.0,2.4695067559200514,-1.2276003640656472,2,1.6666666666666667,3.6666666666666665,2,1
4,6,4.333333333333333,1.9728412041182317,-0.7094030977646066,4,3.6666666666666665,4.0,4,1
4,7,5.666666666666667,1.626350596348315,-0.5924650168849572,5,4.333333333333333,3.3333333333333335,6,1
4,8,4.666666666666667,1.3344941295910295,-0.6131731089320436,5,5.333333333333333,2.6666666666666665,6,0
4,9,5.333333333333333,1.0932250857081014,-0.3937384061036393,5,3.3333333333333335,1.0,6,1
4,10,4.333333333333333,0.9219763598988032,-0.23064179404099527,4,3.0,1.3333333333333333,6,0
4,11,4.333333333333333,0.7911365593925911,-0.2818853788018968,5,4.0,2.0,6,1
4,12,4.333333333333333,0.6509167802246201,-0.3006515661796575,3,6.0,2.0,4,1
5,3,0.3333333333333333,2.5447991204083227,0.02598907372449588,0,5.0,2.6666666666666665,1,0
5,4,0.6666666666666666,2.5618442119962985,0.03106603933347607,0,4.333333333333333,1.6666666666666667,1,0
5,5,0.6666666666666666,2.5857089552846273,0.06567439157094235,0,5.666666666666667,0.6666666666666666,1,0
5,6,0.6666666666666666,2.6215193754778015,0.08228505954009036,0,6.333333333333333,1.3333333333333333,1,0
5,7,0.3333333333333333,2.642287625678803,0.021776560071494977,0,6.0,1.6666666666666667,1,0
5,8,0.3333333333333333,2.6552652602259905,-0.002823965367017678,0,6.0,3.3333333333333335,1,0
5,9,0.6666666666666666,2.6469097867663574,-0.005086111441815255,0,6.333333333333333,4.0,0,0
5,10,0.6666666666666666,2.6488037636571495,-0.011474412897690023,0,4.666666666666667,4.666666666666667,1,0
5,11,0.6666666666666666,2.644039407959866,0.007949387920031636,0,3.6666666666666665,3.0,2,0
5,12,0.3333333333333333,2.6466732273934146,-0.0028665838135455424,0,3.6666666666666665,2.0,3,0
6,3,0.3333333333333333,4.585821242269236,0.09233841278018051,0,3.0,2.6666666666666665,0,0
6,4,0.3333333333333333,4.602066300742043,-0.001948934697532323,0,1.0,2.3333333333333335,1,0
6,5,0.3333333333333333,4.607091836717458,-0.02657769473798055,0,1.3333333333333333,1.3333333333333333,1,0
6,6,0.6666666666666666,4.6109473350236065,0.05516973228020472,0,1.3333333333333333,2.3333333333333335,2,0
6,7,1.0,4.631931005568394,0.04592546901058725,0,0.3333333333333333,1.3333333333333333,1,0
6,8,0.6666666666666666,4.67569825640253,0.09315756284597843,0,2.0,2.3333333333333335,2,0
6,9,0.6666666666666666,4.704163505387286,0.0776144676001076,0,4.333333333333333,2.6666666666666665,2,0
6,10,0.3333333333333333,4.727634251698987,-0.01496404455671474,0,4.333333333333333,2.3333333333333335,2,0
6,11,0.3333333333333333,4.745646032159587,0.06179715727350921,0,4.666666666666667,2.0,1,0
6,12,0.0,4.767414686668065,0.07250819219043869,0,3.3333333333333335,1.6666666666666667,1,0
7,3,0.3333333333333333,1.740294901835828,-0.011942240165183193,0,5.0,2.0,1,0
7,4,0.3333333333333333,1.7307864148235323,-0.029250569357212042,0,4.333333333333333,2.0,1,0
7,5,0.3333333333333333,1.7323944039352064,0.017491315820530096,0,6.0,1.3333333333333333,1,0
7,6,0.3333333333333333,1.7340896231006353,0.021668878367990363,0,5.666666666666667,2.0,1,0
7,7,0.6666666666666666,1.7502013526456717,0.01426065194287518,0,5.666666666666667,2.0,2,0
7,8,1.0,1.7542862072793202,0.024660222225188377,0,4.333333333333333,3.0,3,1
7,9,0.6666666666666666,1.7716416310938685,0.025399961176526986,0,3.6666666666666665,1.6666666666666667,2,0
7,10,0.3333333333333333,1.7746620237157453,0.011067265907560575,0,5.0,2.0,1,0
7,11,0.0,1.7826620292447786,-0.003406032631357858,0,5.333333333333333,1.0,0,0
7,12,0.0,1.788978362507925,0.035287783100336645,0,5.333333333333333,2.0,1,0
